actual,fitted,residuals
0.002399202089309761,-9.381741991696912e-05,0.00249301950922673
-0.018898438194167002,-0.0001676095642745438,-0.01873082862989246
0.012136059694035709,0.0003504221936410446,0.011785637500394665
0.01541141645486319,0.0006143893584900729,0.014797027096373117
-0.001188515484323676,-0.0012890831917200458,0.00010056770739636975
0.0025239002755114803,-0.0009592862796831412,0.0034831865551946213
0.0023697094356519167,-0.00011227270645470852,0.0024819821421066253
-0.003408203633301676,-0.000322871293881067,-0.0030853323394206093
-0.011795582272895927,-0.0001329761022022661,-0.011662606170693661
0.007183487852015319,0.0004649784814915013,0.0067185093705238175
-0.001044381985545725,0.0003573187902270222,-0.0014017007757727471
0.007139749999206383,-0.0004863424826405414,0.0076260924818469245
-0.010429202141049872,-0.00026519179039663607,-0.010164010350653235
-0.020425890604587216,-0.0001898987705634131,-0.020235991834023803
0.014567813894836782,0.0011426758068773947,0.013425138087959388
-0.0168633029665638,0.0006268701738847056,-0.017490173140448508
-0.007072600850025499,-0.0004194435609065837,-0.006653157289118915
0.013334536551287742,0.00109785286001622,0.012236683691271523
0.00379912253848634,-0.0001093838304552905,0.003908506368941631
-0.004865459700537923,-0.0009949657426138797,-0.003870493957924043
0.006078116684714106,-0.0001702862912211456,0.006248402975935252
-0.0033383697551394257,-1.0211543598036635e-05,-0.003328158211541389
0.007269433708133902,-0.00035035789184763376,0.007619791599981536
-0.006054197789113391,-0.00013613552570300124,-0.00591806226341039
-0.0010632597006507403,-0.0003344367627728905,-0.0007288229378778499
-0.00487509578876633,0.0002824170475673577,-0.005157512836333688
0.007455380791011563,0.0001121741754124488,0.007343206615599114
-0.004710201989154859,-5.278433396045082e-05,-0.004657417655194409
-0.00979501716822547,-0.0003873171614391497,-0.00940770000678632
-0.0012311323682179885,0.00047788005201896734,-0.0017090124202369557
-0.006023654739798667,0.0005047499711805694,-0.006528404710979236
-0.002326463477822748,0.00015788521402670337,-0.0024843486918494514
0.0012414491035878967,0.00032020458758350836,0.0009212445160043883
-0.002484441318945928,-6.076143535789212e-06,-0.0024783651754101384
-0.00358231676337709,-9.643398282141536e-05,-0.003485882780555675
-0.005005495421013503,0.0001541576496872414,-0.005159653070700745
0.01756475084747301,0.00026243602793053105,0.017302314819542478
0.002462339051696528,-0.00036181386432253943,0.002824152916019068
-0.004776241643807214,-0.0011985761992974124,-0.003577665444509801
-0.0074407193453821146,-9.550826981440108e-05,-0.0073452110755677135
-0.011265965868905681,0.0004079824045910774,-0.011673948273496758
-0.0036258005659398043,0.0006823948650008918,-0.004308195430940696
-0.007609399431471791,0.0006651016463133388,-0.008274501077785129
-0.030702049616957203,0.0003465061510402426,-0.031048555767997445
0.010284998433392437,0.0013008655871756647,0.008984132846216773
0.00905418576242124,0.0013573098736423066,0.007696875888778933
-0.005001972597533405,-0.0009825779097899032,-0.004019394687743502
-0.012861389187035862,-0.0004709566363170815,-0.01239043255071878
0.011566411039910128,0.0005908411570295112,0.010975569882880617
0.014152744826678108,0.00028190580842288294,0.013870839018255225
-0.008821984520333911,-0.0012166091213629171,-0.007605375398970994
-0.006465185467700931,-0.0006471885916031732,-0.0058179968760977575
0.007914159634655438,0.0006122014894696582,0.00730195814518578
0.0064143839976008865,2.5119183116763792e-05,0.006389264814484123
-0.00512822675175491,-0.0007623297219769798,-0.00436589702977793
0.0012845051699869763,-0.00031381792605678213,0.0015983230960437585
-0.0011238613379681466,0.00015515870437025997,-0.0012790200423384065
0.021926524030680863,-0.00014154194199086784,0.022068065972671733
0.005172829596264006,-0.000723659046773543,0.0058964886430375495
0.02012142102071241,-0.0015365698889677256,0.02165799090968014
0.003976151859034297,-0.0010325184449529257,0.005008670303987222
0.001220240695973491,-0.0013943452323993738,0.0026145859283728647
0.006382075021813081,-0.0003711457912060767,0.006753220813019158
0.008746792386023022,-0.00037287714581964,0.009119669531842662
0.005092106385975565,-0.0007464688790415039,0.0058385752650170685
0.011289516079651318,-0.0007692365418741275,0.012058752621525445
0.006184649013788583,-0.0007512442320846024,0.006935893245873185
-0.004708600223130312,-0.0009510033022431715,-0.0037575969208871406
-0.016657134827711056,-0.00031362815712111255,-0.016343506670589945
-0.0022521356581871395,0.0006926889485647488,-0.0029448246067518883
0.01447464247284869,0.0009349260045114944,0.013539716468337196
-0.004454381570861331,-0.0004248149700610197,-0.004029566600800311
-0.0022346179585997525,-0.0008026487564279052,-0.0014319692021718474
0.0032758088469912066,0.00022626505376770274,0.003049543793223504
0.007847818695519537,-7.511615080681229e-05,0.007922934846326349
-0.008889009583910989,-0.0005380623924515143,-0.008350947191459474
-0.012428056505019106,-0.00027922163180835353,-0.012148834873210753
0.005709166052266225,0.0008028309001754959,0.004906335152090729
0.002095172665446099,0.00044019210466922603,0.001654980560776873
-0.011124642559780674,-0.0004991110583344916,-0.010625531501446182
-0.006825904341907456,0.00012461170178607554,-0.006950516043693532
0.005615815369887901,0.0007571188828651822,0.004858696487022719
-0.011416488958227443,0.00011802885350574975,-0.011534517811733192
-0.01496135288022101,-7.054752890166198e-05,-0.014890805351319347
-0.010466378821606628,0.0010288333249044745,-0.011495212146511103
-0.0070916814975985065,0.0010937681820097596,-0.008185449679608266
0.0034732962628121478,0.0007272439406234459,0.0027460523221887016
-0.0011038351191252817,0.00020054916337064512,-0.0013043842824959268
-0.00015777949434270214,-0.0002691822448492854,0.00011140275050658326
0.0022068009062907504,-3.320409526870761e-05,0.002240005001559458
-0.005842843715044595,-0.0001621545391522611,-0.005680689175892334
-0.0012678126537244109,-4.72767543978815e-05,-0.0012205358993265293
-0.009400214705503897,0.00027655841502439613,-0.009676773120528294
0.0,0.0002657579051491458,-0.0002657579051491458
-0.012078459942434457,0.00044328448359599415,-0.01252174442603045
0.004687680441769933,0.00027606309153410246,0.00441161735023583
0.0024160221353229177,0.0004518954005590625,0.0019641267347638553
0.012946692649441026,-0.00044988345737928277,0.01339657610682031
0.0023792329104081805,-0.0006478520246726174,0.0030270849350807977
0.008047399548696373,-0.0009279927166184848,0.008975392265314857
-0.010585439340388346,-0.0004922853771646179,-0.010093153963223729
-0.003659840309438456,-0.0002376757743578549,-0.003422164535080601
0.0011153424775238567,0.0006266774676889684,0.0004886650098348883
-0.011853471835368607,7.524754495570583e-05,-0.011928719380324313
-0.00500762865143361,0.00020429501233665794,-0.005211923663770268
-0.009600596644148314,0.0007424688639028649,-0.01034306550805118
-0.0014726831303639117,0.000489050700780398,-0.00196173383114431
0.007341590514611595,0.0005010326391885037,0.006840557875423091
-0.009964939136060313,-0.0002466590122436937,-0.00971828012381662
0.004913166325095015,-0.00021615073947644427,0.00512931706457146
0.0035877913428108135,0.0003221885421598121,0.0032656028006510015
0.006005001018455054,-0.0004996646061883872,0.006504665624643441
